,gene,class,family,S29,S30,S21,S22
1024,LTR27,LTR,ERV1,59,32,36,20
1025,LTR26,LTR,ERV1,74,140,136,96
1026,LTR7A,LTR,ERV1,15,15,9,3
1027,tRNA-Thr-ACG_,tRNA,tRNA,0,0,0,0
1028,LTR6A,LTR,ERV1,159,180,264,156
1029,LTR37A,LTR,ERV1,200,358,176,226
1030,L1ME3Cz,LINE,L1,3115,5560,4399,3603
1031,MER92D,LTR,ERV1,79,80,0,74
1032,MER4E1,LTR,ERV1,197,359,334,317
1033,MLT1O,LTR,ERVL-MaLR,612,1220,1002,786
1034,U8,snRNA,snRNA,0,0,0,0
1035,U5,snRNA,snRNA,28,78,47,52
1036,MER125,DNA,DNA,4,4,4,0
1037,U7,snRNA,snRNA,60,136,36,46
1038,HAL1b,LINE,L1,1135,1802,1385,1130
1039,U1,snRNA,snRNA,187,243,422,278
1040,U3,snRNA,snRNA,6043,6576,7090,8282
1041,LTR24,LTR,ERV1,107,156,147,187
1042,MLT2B1,LTR,ERVL,331,639,690,381
1043,MER1A,DNA,hAT-Charlie,1284,1468,1487,1437
1044,MER57A1,LTR,ERV1,171,372,213,209
1045,MER127,DNA,TcMar-Tigger,40,24,64,44
1046,MLT1A0-int,LTR,ERVL-MaLR,228,324,172,218
1047,LTR86A1,LTR,ERVL,131,161,228,124
1048,LTR86A2,LTR,ERVL,43,86,76,16
1049,MER126,DNA,DNA,48,100,18,66
1050,tRNA-Arg-CGA_,tRNA,tRNA,0,0,0,0
1051,MER9a1,LTR,ERVK,59,79,105,52
1052,Charlie16a,DNA,hAT-Charlie,636,794,810,632
1053,MER9a3,LTR,ERVK,150,280,169,255
1054,MER63A,DNA,hAT-Blackjack,500,735,688,627
1055,MER63C,DNA,hAT-Blackjack,102,122,136,130
1056,MER51C,LTR,ERV1,49,66,32,46
1057,MER63D,DNA,hAT-Blackjack,210,473,395,393
1058,MLT2C1,LTR,ERVL,379,658,467,282
1059,UCON97,DNA,DNA,0,20,0,0
1060,MLT2B5,LTR,ERVL,68,24,4,40
1061,MLT-int,LTR,ERVL-MaLR,48,135,104,151
1062,MLT2B4,LTR,ERVL,470,971,624,617
1063,AluSq4,SINE,Alu,476,411,549,343
1064,AluSq2,SINE,Alu,7630,9305,10246,7734
1065,MLT1F1-int,LTR,ERVL-MaLR,92,224,96,116
1066,MER94B,DNA,hAT-Blackjack,88,102,68,32
1067,Tigger20a,DNA,TcMar-Tigger,473,657,466,399
1068,U2,snRNA,snRNA,632,724,859,644
1069,Charlie7a,DNA,hAT-Charlie,283,614,392,353
1070,MER45A,DNA,hAT-Tip100,416,662,637,453
1071,UCON15,Unknown,Unknown,0,0,3,0
1072,MLT1E1A-int,LTR,ERVL-MaLR,16,55,35,52
1073,MERX,DNA,TcMar-Tigger,123,188,116,112
1074,HERVIP10B3-int,LTR,ERV1,672,624,810,737
1075,MER34C2,LTR,ERV1,120,204,181,179
1076,Charlie26a,DNA,hAT-Charlie,64,223,199,155
1077,Cheshire,DNA,hAT-Charlie,423,974,713,454
1078,L1ME2,LINE,L1,4276,7939,5348,4816
1079,MER75B,DNA,PiggyBac,0,20,0,1
1080,Charlie30a,DNA,hAT-Charlie,298,517,611,505
1081,LTR7Y,LTR,ERV1,141,205,184,187
1082,MSTD,LTR,ERVL-MaLR,1943,2353,2031,1347
1083,LTR1F2,LTR,ERV1,64,136,160,48
1084,LTR1F1,LTR,ERV1,4,86,53,52
1085,tRNA-Val-GTG,tRNA,tRNA,32,20,0,0
1086,HERVK9-int,LTR,ERVK,401,578,562,504
1087,tRNA-Ser-AGY,tRNA,tRNA,0,4,0,0
1088,HERVIP10F-int,LTR,ERV1,303,458,383,311
1089,HERV3-int,LTR,ERV1,273,643,218,314
1090,U17,snRNA,snRNA,3330,3757,3055,3549
1091,MER92A,LTR,ERV1,20,12,0,0
1092,UCON100,DNA?,DNA?,0,0,0,0
1093,MER70-int,LTR,ERVL,94,160,127,73
1094,CR1-11_Crp,LINE,CR1,12,0,16,0
1095,UCON74,DNA?,DNA?,36,64,128,83
1096,AluJb,SINE,Alu,20383,27412,27988,21728
1097,AluSc5,SINE,Alu,707,776,778,825
1098,SATR1,Satellite,Satellite,7,49,15,86
1099,AluSc8,SINE,Alu,2565,3149,3915,2911
1100,L1PA10,LINE,L1,2316,4014,2800,2314
1101,L1PA13,LINE,L1,2082,4531,2720,2616
1102,L1PA12,LINE,L1,855,1482,1080,811
1103,AluJo,SINE,Alu,12886,16448,17919,13461
1104,L1PA14,LINE,L1,700,1895,1137,1120
1105,AluYh3a3,SINE,Alu,69,98,112,136
1106,L1PA16,LINE,L1,3798,6898,4155,3755
1107,HERVFH21-int,LTR,ERV1,4,91,5,44
1108,L1MC,LINE,L1,1302,2697,1777,1392
1109,UCON65,Unknown,Unknown,0,0,0,0
1110,UCON64,Unknown,Unknown,0,40,0,0
1111,UCON63,Unknown,Unknown,0,4,0,0
1112,LTR43,LTR,ERV1,45,66,70,52
1113,L1MD,LINE,L1,2612,4489,3232,2307
1114,MLT1J,LTR,ERVL-MaLR,3352,4945,4466,3594
1115,MLT1N2,LTR,ERVL-MaLR,665,1124,679,561
1116,UCON28a,Unknown,Unknown,0,16,56,4
1117,UCON28b,Unknown,Unknown,0,0,8,0
1118,LSU-rRNA_Hsa,rRNA,rRNA,4750,5544,17059,13863
1119,MLT1H2-int,LTR,ERVL-MaLR,47,116,88,75
1120,HERVL18-int,LTR,ERVL,307,545,354,395
1121,tRNA-Phe-TTY,tRNA,tRNA,4,24,8,0
1122,tRNA-Thr-ACA,tRNA,tRNA,0,0,0,0
1123,MSTB2-int,LTR,ERVL-MaLR,11,39,13,12
1124,MamRep137,DNA,TcMar-Tigger,569,1584,1207,1035
1125,MER66B,LTR,ERV1,490,576,578,600
1126,MER83,LTR,ERV1,138,257,204,118
1127,MER91A,DNA,hAT-Tip100,510,771,608,458
1128,MIR1_Amn,SINE,MIR,2892,4217,3898,2940
1129,MER45R,DNA,hAT-Tip100,8,76,51,13
1130,MER4D0,LTR,ERV1,76,247,168,151
1131,BLACKJACK,DNA,hAT-Blackjack,388,824,548,367
1132,MLT1A1,LTR,ERVL-MaLR,1236,1901,1820,1395
1133,MLT1A0,LTR,ERVL-MaLR,3815,6211,5199,3992
1134,L2-3_AMi,LINE,L2,0,0,0,0
1135,HERVL-int,LTR,ERVL,1102,2148,1488,1371
1136,MER91C,DNA,hAT-Tip100,290,414,253,229
1137,L1MA5,LINE,L1,1306,2938,1890,1375
1138,MLT1N2-int,LTR,ERVL-MaLR,0,28,28,12
1139,U6,snRNA,snRNA,303,488,391,468
1140,X7B_LINE,LINE,CR1,75,281,222,71
1141,L1M2a,LINE,L1,824,1316,755,910
1142,MamRep1879,DNA,hAT-Tip100?,227,296,212,235
1143,L1M2c,LINE,L1,271,465,249,295
1144,L1M2b,LINE,L1,64,111,76,76
1145,CR1-8_Crp,LINE,CR1,0,0,0,0
1146,LTR22A,LTR,ERVK,53,51,4,28
1147,HERV-Fc1-int,LTR,ERV1,8,16,24,2
1148,AluSz6,SINE,Alu,7197,9302,10563,7225
1149,L1PA8A,LINE,L1,711,1908,1052,1082
1150,MER68B,LTR,ERVL,192,252,207,204
1151,MER68C,LTR,ERVL,24,32,32,63
1152,MER83C,LTR,ERV1,16,12,5,16
1153,MER50C,LTR,ERV1,20,84,36,100
1154,AluYd8,SINE,Alu,31,30,74,13
1155,MER52A,LTR,ERV1,465,1079,638,676
1156,tRNA-Trp-TGG,tRNA,tRNA,0,8,4,0
1157,MER52C,LTR,ERV1,147,166,90,118
1158,L1M2,LINE,L1,2264,4438,3301,2632
1159,L1M3,LINE,L1,1131,2185,1554,1131
1160,L2c,LINE,L2,49806,75674,66945,54891
1161,L1M1,LINE,L1,2177,4999,2916,2801
1162,L1M6,LINE,L1,957,1270,991,1032
1163,L1M7,LINE,L1,682,1085,830,788
1164,L1M4,LINE,L1,5468,10615,7638,6311
1165,L1M5,LINE,L1,10835,20794,14381,11640
1166,MLT1G,LTR,ERVL-MaLR,467,691,573,497
1167,MLT1F,LTR,ERVL-MaLR,1117,1604,1597,1463
1168,L1M8,LINE,L1,439,1094,514,501
1169,MLT1D,LTR,ERVL-MaLR,4951,7279,6305,4945
1170,MLT1C,LTR,ERVL-MaLR,4855,7374,6271,4899
1171,MLT1B,LTR,ERVL-MaLR,10504,11809,11143,7741
1172,MLT1A,LTR,ERVL-MaLR,1449,2622,2171,1829
1173,tRNA-Ser-TCA_m_,tRNA,tRNA,43,8,85,25
1174,MER4A1,LTR,ERV1,715,885,731,528
1175,UCON99,DNA,DNA,12,4,4,24
1176,Looper,DNA,PiggyBac,333,487,298,437
1177,UCON92,Unknown,Unknown,0,0,0,0
1178,MLT1B-int,LTR,ERVL-MaLR,311,628,337,283
1179,LTR9B,LTR,ERV1,475,521,343,280
1180,LTR9C,LTR,ERV1,48,67,0,52
1181,LTR9D,LTR,ERV1,112,208,259,158
1182,UCON22,Unknown,Unknown,16,0,4,0
1183,UCON94,Unknown,Unknown,0,4,20,0
1184,MADE1,DNA,TcMar-Mariner,306,655,615,452
1185,MADE2,DNA,TcMar-Mariner,446,890,599,495
1186,AluSp,SINE,Alu,6708,7938,10199,7041
1187,AluSq,SINE,Alu,3314,3728,5019,3458
1188,PABL_A-int,LTR,ERV1,151,292,282,193
1189,LTR33C,LTR,ERVL,116,116,94,121
1190,tRNA-Lys-AAG,tRNA,tRNA,36,36,4,60
1191,AluSx,SINE,Alu,17737,20673,26391,17972
1192,AluSz,SINE,Alu,15823,18074,21245,15005
1193,Ricksha_b,DNA,MULE-MuDR,19,48,98,32
1194,PABL_B,LTR,ERV1,101,112,101,72
1195,Charlie20a,DNA,hAT-Charlie,161,345,224,272
1196,L1MEh,LINE,L1,536,971,751,434
1197,L1MEi,LINE,L1,769,1709,859,745
1198,L1MEj,LINE,L1,529,865,500,408
1199,AluSc,SINE,Alu,5240,5931,8177,5942
1200,L1MEd,LINE,L1,3750,8378,5161,4730
1201,tRNA-Gly-GGA,tRNA,tRNA,43,52,16,118
1202,Charlie23a,DNA,hAT-Charlie,180,501,192,312
1203,L1MEg,LINE,L1,2747,5800,3397,3136
1204,LTR7B,LTR,ERV1,346,392,290,231
1205,L1MEa,LINE,L1,100,97,56,43
1206,L1MEb,LINE,L1,396,757,431,392
1207,L1MEc,LINE,L1,4575,9738,5770,5339
1208,LTR76,LTR,ERV1,145,91,203,225
1209,LTR77,LTR,ERV1,15,12,8,0
1210,LTR101_Mam,LTR,ERVL,187,259,336,246
1211,LTR75,LTR,ERVL,145,106,199,104
1212,LTR47A,LTR,ERVL,124,264,284,159
1213,AluYc3,SINE,Alu,33,110,227,89
1214,LTR70,LTR,ERV1,155,139,184,194
1215,LTR47B,LTR,ERVL,0,0,28,24
1216,tRNA-Glu-GAG,tRNA,tRNA,0,0,0,0
1217,Tigger3d,DNA,TcMar-Tigger,283,307,367,282
1218,Tigger3c,DNA,TcMar-Tigger,611,965,911,466
1219,MLT1E1A,LTR,ERVL-MaLR,396,1023,746,644
1220,LTR78,LTR,ERV1,754,1151,730,769
1221,LTR79,LTR,ERVL,340,732,779,556
1222,tRNA-Tyr-TAC,tRNA,tRNA,20,4,0,35
1223,LTR67B,LTR,ERVL,625,675,956,630
1224,MSTA1-int,LTR,ERVL-MaLR,0,8,0,8
1225,MER113A,DNA,hAT-Charlie,408,661,606,524
1226,MER113B,DNA,hAT-Charlie,71,218,138,184
1227,tRNA-Glu-GAG_,tRNA,tRNA,40,91,113,90
1228,MamRep1527,LTR,LTR,43,207,124,80
1229,MER1B,DNA,hAT-Charlie,1799,2462,2766,1988
1230,LTR1B1,LTR,ERV1,12,16,8,0
1231,LTR1B0,LTR,ERV1,5,0,32,12
1232,LTR37-int,LTR,ERV1,180,598,375,257
1233,Harlequin-int,LTR,ERV1,303,722,395,489
1234,LTR88a,LTR,Gypsy?,27,156,123,44
1235,tRNA-Ala-GCG,tRNA,tRNA,0,0,16,0
1236,L1ME5,LINE,L1,664,1434,853,707
1237,HERV16-int,LTR,ERVL,124,212,217,158
1238,L1ME1,LINE,L1,11238,20204,15187,12364
1239,CR1-L3B_Croc,LINE,CR1,0,8,0,0
1240,L1ME3,LINE,L1,3148,5508,4153,3453
1241,MSTC-int,LTR,ERVL-MaLR,16,151,96,62
1242,L1PBa1,LINE,L1,222,448,317,309
1243,LTR43-int,LTR,ERV1,3,81,66,15
1244,LTR7C,LTR,ERV1,209,326,280,307
1245,tRNA-Ala-GCY,tRNA,tRNA,32,0,0,12
1246,L1MA5A,LINE,L1,1024,1902,1322,852
1247,LTR5_Hs,LTR,ERVK,275,370,338,346
1248,MER5A,DNA,hAT-Charlie,7763,10815,11455,9582
1249,REP522,Satellite,telo,20,3,2,1
1250,AmnSINE1,SINE,5S-Deu-L2,1649,1937,2213,1404
1251,X7D_LINE,LINE,CR1,8,0,0,0
1252,AmnSINE2,SINE,tRNA-Deu,166,286,287,163
1253,Tigger3b,DNA,TcMar-Tigger,2173,4160,3116,2328
1254,MSTB-int,LTR,ERVL-MaLR,285,589,492,482
1255,MLT1L-int,LTR,ERVL-MaLR,12,12,8,0
1256,L1PA3,LINE,L1,1121,2240,1464,1328
1257,MamRep1894,DNA,hAT,28,70,163,76
1258,UCON20,Unknown,Unknown,0,0,0,0
1259,MER57E2,LTR,ERV1,12,25,13,4
1260,MER99,DNA,hAT?,75,133,52,48
1261,UCON50,Unknown,Unknown,0,0,8,4
1262,CRP1,SINE?,tRNA,0,0,0,0
1263,UCON44,Unknown,Unknown,0,28,0,0
1264,MLT1O-int,LTR,ERVL-MaLR,0,19,0,0
1265,MLT1H,LTR,ERVL-MaLR,1676,2759,2681,1956
1266,UCON47,Unknown,Unknown,87,84,147,127
