,gene,class,family,S27,S28,S21,S22
1026,LTR7A,LTR,ERV1,4,8,9,3
1027,tRNA-Thr-ACG_,tRNA,tRNA,0,0,0,0
1028,LTR6A,LTR,ERV1,110,190,264,156
1029,LTR37A,LTR,ERV1,256,133,176,226
1030,L1ME3Cz,LINE,L1,3539,3026,4399,3603
1031,MER92D,LTR,ERV1,24,60,0,74
1032,MER4E1,LTR,ERV1,362,227,334,317
1033,MLT1O,LTR,ERVL-MaLR,856,673,1002,786
1034,U8,snRNA,snRNA,0,8,0,0
1035,U5,snRNA,snRNA,57,1,47,52
1036,MER125,DNA,DNA,20,4,4,0
1037,U7,snRNA,snRNA,36,64,36,46
1038,HAL1b,LINE,L1,1137,1004,1385,1130
1039,U1,snRNA,snRNA,235,234,422,278
1040,U3,snRNA,snRNA,5420,7729,7090,8282
1041,LTR24,LTR,ERV1,111,132,147,187
1042,MLT2B1,LTR,ERVL,385,369,690,381
1043,MER1A,DNA,hAT-Charlie,1074,1268,1487,1437
1044,MER57A1,LTR,ERV1,180,186,213,209
1045,MER127,DNA,TcMar-Tigger,12,36,64,44
1046,MLT1A0-int,LTR,ERVL-MaLR,198,313,172,218
1047,LTR86A1,LTR,ERVL,105,196,228,124
1048,LTR86A2,LTR,ERVL,53,28,76,16
1049,MER126,DNA,DNA,69,23,18,66
1050,tRNA-Arg-CGA_,tRNA,tRNA,0,0,0,0
1051,MER9a1,LTR,ERVK,52,68,105,52
1052,Charlie16a,DNA,hAT-Charlie,691,749,810,632
1053,MER9a3,LTR,ERVK,370,244,169,255
1054,MER63A,DNA,hAT-Blackjack,671,563,688,627
1055,MER63C,DNA,hAT-Blackjack,128,192,136,130
1056,MER51C,LTR,ERV1,13,13,32,46
1057,MER63D,DNA,hAT-Blackjack,345,294,395,393
1058,MLT2C1,LTR,ERVL,258,324,467,282
1059,UCON97,DNA,DNA,0,4,0,0
1060,MLT2B5,LTR,ERVL,52,44,4,40
1061,MLT-int,LTR,ERVL-MaLR,192,114,104,151
1062,MLT2B4,LTR,ERVL,598,507,624,617
1063,AluSq4,SINE,Alu,419,382,549,343
1064,AluSq2,SINE,Alu,7252,7014,10246,7734
1065,MLT1F1-int,LTR,ERVL-MaLR,100,124,96,116
1066,MER94B,DNA,hAT-Blackjack,90,21,68,32
1067,Tigger20a,DNA,TcMar-Tigger,347,473,466,399
1068,U2,snRNA,snRNA,399,511,859,644
1069,Charlie7a,DNA,hAT-Charlie,465,271,392,353
1070,MER45A,DNA,hAT-Tip100,365,445,637,453
1071,UCON15,Unknown,Unknown,0,0,3,0
1072,MLT1E1A-int,LTR,ERVL-MaLR,43,36,35,52
1073,MERX,DNA,TcMar-Tigger,84,92,116,112
1074,HERVIP10B3-int,LTR,ERV1,862,764,810,737
1075,MER34C2,LTR,ERV1,199,176,181,179
1076,Charlie26a,DNA,hAT-Charlie,147,164,199,155
1077,Cheshire,DNA,hAT-Charlie,550,548,713,454
1078,L1ME2,LINE,L1,4662,4652,5348,4816
1079,MER75B,DNA,PiggyBac,2,0,0,1
1080,Charlie30a,DNA,hAT-Charlie,423,247,611,505
1081,LTR7Y,LTR,ERV1,182,112,184,187
1082,MSTD,LTR,ERVL-MaLR,1432,1600,2031,1347
1083,LTR1F2,LTR,ERV1,108,104,160,48
1084,LTR1F1,LTR,ERV1,60,76,53,52
1085,tRNA-Val-GTG,tRNA,tRNA,0,0,0,0
1086,HERVK9-int,LTR,ERVK,426,445,562,504
1087,tRNA-Ser-AGY,tRNA,tRNA,12,40,0,0
1088,HERVIP10F-int,LTR,ERV1,226,261,383,311
1089,HERV3-int,LTR,ERV1,236,259,218,314
1090,U17,snRNA,snRNA,1878,3807,3055,3549
1091,MER92A,LTR,ERV1,44,18,0,0
1092,UCON100,DNA?,DNA?,0,0,0,0
1093,MER70-int,LTR,ERVL,112,128,127,73
1094,CR1-11_Crp,LINE,CR1,16,8,16,0
1095,UCON74,DNA?,DNA?,80,44,128,83
1096,AluJb,SINE,Alu,18385,19101,27988,21728
1097,AluSc5,SINE,Alu,761,669,778,825
1098,SATR1,Satellite,Satellite,35,45,15,86
1099,AluSc8,SINE,Alu,2593,2350,3915,2911
1100,L1PA10,LINE,L1,2031,2485,2800,2314
1101,L1PA13,LINE,L1,2624,2918,2720,2616
1102,L1PA12,LINE,L1,801,909,1080,811
1103,AluJo,SINE,Alu,11628,11032,17919,13461
1104,L1PA14,LINE,L1,923,1077,1137,1120
1105,AluYh3a3,SINE,Alu,106,97,112,136
1106,L1PA16,LINE,L1,3869,4150,4155,3755
1107,HERVFH21-int,LTR,ERV1,32,53,5,44
1108,L1MC,LINE,L1,1670,1267,1777,1392
1109,UCON65,Unknown,Unknown,0,0,0,0
1110,UCON64,Unknown,Unknown,0,0,0,0
1111,UCON63,Unknown,Unknown,0,0,0,0
1112,LTR43,LTR,ERV1,61,46,70,52
1113,L1MD,LINE,L1,2504,2293,3232,2307
1114,MLT1J,LTR,ERVL-MaLR,3493,3261,4466,3594
1115,MLT1N2,LTR,ERVL-MaLR,804,841,679,561
1116,UCON28a,Unknown,Unknown,4,12,56,4
1117,UCON28b,Unknown,Unknown,16,31,8,0
1118,LSU-rRNA_Hsa,rRNA,rRNA,5781,8622,17059,13863
1119,MLT1H2-int,LTR,ERVL-MaLR,40,63,88,75
1120,HERVL18-int,LTR,ERVL,271,469,354,395
1121,tRNA-Phe-TTY,tRNA,tRNA,8,0,8,0
1122,tRNA-Thr-ACA,tRNA,tRNA,0,12,0,0
1123,MSTB2-int,LTR,ERVL-MaLR,16,12,13,12
1124,MamRep137,DNA,TcMar-Tigger,856,1076,1207,1035
1125,MER66B,LTR,ERV1,568,580,578,600
1126,MER83,LTR,ERV1,138,116,204,118
1127,MER91A,DNA,hAT-Tip100,522,466,608,458
1128,MIR1_Amn,SINE,MIR,3004,2908,3898,2940
1129,MER45R,DNA,hAT-Tip100,51,26,51,13
1130,MER4D0,LTR,ERV1,170,124,168,151
1131,BLACKJACK,DNA,hAT-Blackjack,485,388,548,367
1132,MLT1A1,LTR,ERVL-MaLR,1177,1071,1820,1395
1133,MLT1A0,LTR,ERVL-MaLR,3686,3975,5199,3992
1134,L2-3_AMi,LINE,L2,0,0,0,0
1135,HERVL-int,LTR,ERVL,1229,1492,1488,1371
1136,MER91C,DNA,hAT-Tip100,268,152,253,229
1137,L1MA5,LINE,L1,1256,1226,1890,1375
1138,MLT1N2-int,LTR,ERVL-MaLR,12,0,28,12
1139,U6,snRNA,snRNA,333,253,391,468
1140,X7B_LINE,LINE,CR1,135,224,222,71
1141,L1M2a,LINE,L1,918,959,755,910
1142,MamRep1879,DNA,hAT-Tip100?,180,203,212,235
1143,L1M2c,LINE,L1,243,213,249,295
1144,L1M2b,LINE,L1,72,88,76,76
1145,CR1-8_Crp,LINE,CR1,0,0,0,0
1146,LTR22A,LTR,ERVK,27,47,4,28
1147,HERV-Fc1-int,LTR,ERV1,0,1,24,2
1148,AluSz6,SINE,Alu,7235,6708,10563,7225
1149,L1PA8A,LINE,L1,1017,1051,1052,1082
1150,MER68B,LTR,ERVL,125,219,207,204
1151,MER68C,LTR,ERVL,28,60,32,63
1152,MER83C,LTR,ERV1,12,8,5,16
1153,MER50C,LTR,ERV1,40,68,36,100
1154,AluYd8,SINE,Alu,26,19,74,13
1155,MER52A,LTR,ERV1,615,533,638,676
1156,tRNA-Trp-TGG,tRNA,tRNA,0,0,4,0
1157,MER52C,LTR,ERV1,24,100,90,118
1158,L1M2,LINE,L1,2615,2458,3301,2632
1159,L1M3,LINE,L1,1312,1203,1554,1131
1160,L2c,LINE,L2,51525,52465,66945,54891
1161,L1M1,LINE,L1,2580,2464,2916,2801
1162,L1M6,LINE,L1,924,698,991,1032
1163,L1M7,LINE,L1,765,708,830,788
1164,L1M4,LINE,L1,6088,6272,7638,6311
1165,L1M5,LINE,L1,11553,11302,14381,11640
1166,MLT1G,LTR,ERVL-MaLR,658,661,573,497
1167,MLT1F,LTR,ERVL-MaLR,1281,1196,1597,1463
1168,L1M8,LINE,L1,463,474,514,501
1169,MLT1D,LTR,ERVL-MaLR,4729,4386,6305,4945
1170,MLT1C,LTR,ERVL-MaLR,4749,4795,6271,4899
1171,MLT1B,LTR,ERVL-MaLR,7154,8470,11143,7741
1172,MLT1A,LTR,ERVL-MaLR,1880,1927,2171,1829
1173,tRNA-Ser-TCA_m_,tRNA,tRNA,13,14,85,25
1174,MER4A1,LTR,ERV1,771,632,731,528
1175,UCON99,DNA,DNA,8,12,4,24
1176,Looper,DNA,PiggyBac,194,158,298,437
1177,UCON92,Unknown,Unknown,0,0,0,0
1178,MLT1B-int,LTR,ERVL-MaLR,394,431,337,283
1179,LTR9B,LTR,ERV1,298,290,343,280
1180,LTR9C,LTR,ERV1,15,8,0,52
1181,LTR9D,LTR,ERV1,213,133,259,158
1182,UCON22,Unknown,Unknown,12,4,4,0
1183,UCON94,Unknown,Unknown,8,4,20,0
1184,MADE1,DNA,TcMar-Mariner,360,351,615,452
1185,MADE2,DNA,TcMar-Mariner,526,756,599,495
1186,AluSp,SINE,Alu,6743,6370,10199,7041
1187,AluSq,SINE,Alu,3158,3042,5019,3458
1188,PABL_A-int,LTR,ERV1,232,198,282,193
1189,LTR33C,LTR,ERVL,84,84,94,121
1190,tRNA-Lys-AAG,tRNA,tRNA,119,36,4,60
1191,AluSx,SINE,Alu,16819,16503,26391,17972
1192,AluSz,SINE,Alu,14927,13736,21245,15005
1193,Ricksha_b,DNA,MULE-MuDR,48,36,98,32
1194,PABL_B,LTR,ERV1,103,102,101,72
1195,Charlie20a,DNA,hAT-Charlie,116,154,224,272
1196,L1MEh,LINE,L1,477,492,751,434
1197,L1MEi,LINE,L1,826,844,859,745
1198,L1MEj,LINE,L1,341,394,500,408
1199,AluSc,SINE,Alu,5476,4784,8177,5942
1200,L1MEd,LINE,L1,4813,4149,5161,4730
1201,tRNA-Gly-GGA,tRNA,tRNA,0,12,16,118
1202,Charlie23a,DNA,hAT-Charlie,316,234,192,312
1203,L1MEg,LINE,L1,3247,2930,3397,3136
1204,LTR7B,LTR,ERV1,259,175,290,231
1205,L1MEa,LINE,L1,64,36,56,43
1206,L1MEb,LINE,L1,419,421,431,392
1207,L1MEc,LINE,L1,4863,5112,5770,5339
1208,LTR76,LTR,ERV1,43,103,203,225
1209,LTR77,LTR,ERV1,6,0,8,0
1210,LTR101_Mam,LTR,ERVL,203,361,336,246
1211,LTR75,LTR,ERVL,78,76,199,104
1212,LTR47A,LTR,ERVL,151,114,284,159
1213,AluYc3,SINE,Alu,105,101,227,89
1214,LTR70,LTR,ERV1,275,149,184,194
1215,LTR47B,LTR,ERVL,0,0,28,24
1216,tRNA-Glu-GAG,tRNA,tRNA,0,0,0,0
1217,Tigger3d,DNA,TcMar-Tigger,228,331,367,282
1218,Tigger3c,DNA,TcMar-Tigger,620,807,911,466
1219,MLT1E1A,LTR,ERVL-MaLR,602,766,746,644
1220,LTR78,LTR,ERV1,782,792,730,769
1221,LTR79,LTR,ERVL,524,768,779,556
1222,tRNA-Tyr-TAC,tRNA,tRNA,32,4,0,35
1223,LTR67B,LTR,ERVL,535,594,956,630
1224,MSTA1-int,LTR,ERVL-MaLR,16,3,0,8
1225,MER113A,DNA,hAT-Charlie,547,546,606,524
1226,MER113B,DNA,hAT-Charlie,155,177,138,184
1227,tRNA-Glu-GAG_,tRNA,tRNA,87,70,113,90
1228,MamRep1527,LTR,LTR,79,108,124,80
1229,MER1B,DNA,hAT-Charlie,1859,1920,2766,1988
1230,LTR1B1,LTR,ERV1,24,16,8,0
1231,LTR1B0,LTR,ERV1,16,12,32,12
1232,LTR37-int,LTR,ERV1,490,500,375,257
1233,Harlequin-int,LTR,ERV1,372,422,395,489
1234,LTR88a,LTR,Gypsy?,91,100,123,44
1235,tRNA-Ala-GCG,tRNA,tRNA,0,0,16,0
1236,L1ME5,LINE,L1,870,762,853,707
1237,HERV16-int,LTR,ERVL,153,186,217,158
1238,L1ME1,LINE,L1,12765,12528,15187,12364
1239,CR1-L3B_Croc,LINE,CR1,0,0,0,0
1240,L1ME3,LINE,L1,3596,3310,4153,3453
1241,MSTC-int,LTR,ERVL-MaLR,32,32,96,62
1242,L1PBa1,LINE,L1,306,243,317,309
1243,LTR43-int,LTR,ERV1,17,14,66,15
1244,LTR7C,LTR,ERV1,140,316,280,307
1245,tRNA-Ala-GCY,tRNA,tRNA,1,24,0,12
1246,L1MA5A,LINE,L1,1207,1029,1322,852
1247,LTR5_Hs,LTR,ERVK,243,194,338,346
1248,MER5A,DNA,hAT-Charlie,9139,8394,11455,9582
1249,REP522,Satellite,telo,16,0,2,1
1250,AmnSINE1,SINE,5S-Deu-L2,1553,1413,2213,1404
1251,X7D_LINE,LINE,CR1,16,0,0,0
1252,AmnSINE2,SINE,tRNA-Deu,180,163,287,163
1253,Tigger3b,DNA,TcMar-Tigger,2293,2338,3116,2328
1254,MSTB-int,LTR,ERVL-MaLR,705,561,492,482
1255,MLT1L-int,LTR,ERVL-MaLR,4,0,8,0
1256,L1PA3,LINE,L1,1246,1425,1464,1328
1257,MamRep1894,DNA,hAT,52,67,163,76
1258,UCON20,Unknown,Unknown,0,0,0,0
1259,MER57E2,LTR,ERV1,0,0,13,4
1260,MER99,DNA,hAT?,20,39,52,48
1261,UCON50,Unknown,Unknown,16,20,8,4
1262,CRP1,SINE?,tRNA,0,0,0,0
1263,UCON44,Unknown,Unknown,4,8,0,0
1264,MLT1O-int,LTR,ERVL-MaLR,0,0,0,0
1265,MLT1H,LTR,ERVL-MaLR,2120,2000,2681,1956
1266,UCON47,Unknown,Unknown,92,84,147,127
