,gene,class,family,S35,S36,S31,S32
1030,L1ME3Cz,LINE,L1,2148,2682,4925,2741
1031,MER92D,LTR,ERV1,72,63,60,20
1032,MER4E1,LTR,ERV1,203,211,397,150
1033,MLT1O,LTR,ERVL-MaLR,775,963,995,564
1034,U8,snRNA,snRNA,12,55,16,0
1035,U5,snRNA,snRNA,28,72,63,0
1036,MER125,DNA,DNA,20,4,16,0
1037,U7,snRNA,snRNA,0,68,64,36
1038,HAL1b,LINE,L1,628,836,1398,956
1039,U1,snRNA,snRNA,132,253,177,97
1040,U3,snRNA,snRNA,6061,9124,4921,5992
1041,LTR24,LTR,ERV1,188,183,95,44
1042,MLT2B1,LTR,ERVL,407,305,436,144
1043,MER1A,DNA,hAT-Charlie,833,905,1393,782
1044,MER57A1,LTR,ERV1,132,124,233,44
1045,MER127,DNA,TcMar-Tigger,28,12,64,39
1046,MLT1A0-int,LTR,ERVL-MaLR,140,191,267,130
1047,LTR86A1,LTR,ERVL,45,102,151,121
1048,LTR86A2,LTR,ERVL,52,86,63,30
1049,MER126,DNA,DNA,68,40,108,40
1050,tRNA-Arg-CGA_,tRNA,tRNA,12,0,0,0
1051,MER9a1,LTR,ERVK,15,15,72,36
1052,Charlie16a,DNA,hAT-Charlie,764,641,583,434
1053,MER9a3,LTR,ERVK,162,95,193,237
1054,MER63A,DNA,hAT-Blackjack,355,386,569,276
1055,MER63C,DNA,hAT-Blackjack,133,69,237,132
1056,MER51C,LTR,ERV1,40,8,50,26
1057,MER63D,DNA,hAT-Blackjack,205,326,298,352
1058,MLT2C1,LTR,ERVL,249,368,557,205
1059,UCON97,DNA,DNA,0,0,0,0
1060,MLT2B5,LTR,ERVL,12,0,36,19
1061,MLT-int,LTR,ERVL-MaLR,190,103,177,63
1062,MLT2B4,LTR,ERVL,431,562,617,472
1063,AluSq4,SINE,Alu,324,330,377,359
1064,AluSq2,SINE,Alu,6632,7243,8935,5876
1065,MLT1F1-int,LTR,ERVL-MaLR,35,68,116,68
1066,MER94B,DNA,hAT-Blackjack,48,112,72,32
1067,Tigger20a,DNA,TcMar-Tigger,323,195,320,228
1068,U2,snRNA,snRNA,303,693,383,371
1069,Charlie7a,DNA,hAT-Charlie,259,524,640,210
1070,MER45A,DNA,hAT-Tip100,250,439,455,425
1071,UCON15,Unknown,Unknown,12,0,0,0
1072,MLT1E1A-int,LTR,ERVL-MaLR,24,48,32,0
1073,MERX,DNA,TcMar-Tigger,36,44,96,63
1074,HERVIP10B3-int,LTR,ERV1,434,649,1213,721
1075,MER34C2,LTR,ERV1,96,194,115,155
1076,Charlie26a,DNA,hAT-Charlie,95,163,120,98
1077,Cheshire,DNA,hAT-Charlie,314,406,627,400
1078,L1ME2,LINE,L1,3200,4013,6371,3508
1079,MER75B,DNA,PiggyBac,52,5,0,12
1080,Charlie30a,DNA,hAT-Charlie,346,337,407,288
1081,LTR7Y,LTR,ERV1,188,186,147,50
1082,MSTD,LTR,ERVL-MaLR,1004,1144,1648,938
1083,LTR1F2,LTR,ERV1,48,24,156,23
1084,LTR1F1,LTR,ERV1,32,20,64,4
1085,tRNA-Val-GTG,tRNA,tRNA,0,0,24,14
1086,HERVK9-int,LTR,ERVK,457,216,353,325
1087,tRNA-Ser-AGY,tRNA,tRNA,0,0,0,12
1088,HERVIP10F-int,LTR,ERV1,112,283,366,201
1089,HERV3-int,LTR,ERV1,360,527,200,124
1090,U17,snRNA,snRNA,2817,4378,1520,1367
1091,MER92A,LTR,ERV1,0,0,12,0
1092,UCON100,DNA?,DNA?,0,0,0,0
1093,MER70-int,LTR,ERVL,92,70,76,34
1094,CR1-11_Crp,LINE,CR1,0,12,4,12
1095,UCON74,DNA?,DNA?,19,28,63,43
1096,AluJb,SINE,Alu,16743,17582,26626,16165
1097,AluSc5,SINE,Alu,609,508,672,450
1098,SATR1,Satellite,Satellite,21,64,44,34
1099,AluSc8,SINE,Alu,2401,2480,3149,2060
1100,L1PA10,LINE,L1,1303,1841,2528,1385
1101,L1PA13,LINE,L1,1679,2146,3278,1695
1102,L1PA12,LINE,L1,705,817,790,401
1103,AluJo,SINE,Alu,9776,10416,15723,9622
1104,L1PA14,LINE,L1,624,842,1357,579
1105,AluYh3a3,SINE,Alu,72,59,56,49
1106,L1PA16,LINE,L1,2409,2926,4895,2193
1107,HERVFH21-int,LTR,ERV1,20,52,12,44
1108,L1MC,LINE,L1,572,1110,2049,1130
1109,UCON65,Unknown,Unknown,0,0,0,0
1110,UCON64,Unknown,Unknown,12,0,8,0
1111,UCON63,Unknown,Unknown,0,0,8,0
1112,LTR43,LTR,ERV1,30,37,49,23
1113,L1MD,LINE,L1,1584,2323,3405,1844
1114,MLT1J,LTR,ERVL-MaLR,2776,3058,4047,1957
1115,MLT1N2,LTR,ERVL-MaLR,418,535,712,350
1116,UCON28a,Unknown,Unknown,12,12,4,0
1117,UCON28b,Unknown,Unknown,0,12,0,0
1118,LSU-rRNA_Hsa,rRNA,rRNA,11972,15140,3229,3028
1119,MLT1H2-int,LTR,ERVL-MaLR,72,25,52,20
1120,HERVL18-int,LTR,ERVL,464,508,336,70
1121,tRNA-Phe-TTY,tRNA,tRNA,0,0,0,0
1122,tRNA-Thr-ACA,tRNA,tRNA,0,0,0,0
1123,MSTB2-int,LTR,ERVL-MaLR,48,46,40,16
1124,MamRep137,DNA,TcMar-Tigger,741,1156,1252,723
1125,MER66B,LTR,ERV1,199,216,537,272
1126,MER83,LTR,ERV1,48,109,206,81
1127,MER91A,DNA,hAT-Tip100,524,541,484,354
1128,MIR1_Amn,SINE,MIR,2535,2317,2954,2080
1129,MER45R,DNA,hAT-Tip100,56,5,19,20
1130,MER4D0,LTR,ERV1,155,125,320,105
1131,BLACKJACK,DNA,hAT-Blackjack,280,150,503,265
1132,MLT1A1,LTR,ERVL-MaLR,892,988,1590,907
1133,MLT1A0,LTR,ERVL-MaLR,3040,4122,4512,2471
1134,L2-3_AMi,LINE,L2,0,0,0,0
1135,HERVL-int,LTR,ERVL,873,1317,1514,823
1136,MER91C,DNA,hAT-Tip100,167,214,223,218
1137,L1MA5,LINE,L1,891,1260,2064,1216
1138,MLT1N2-int,LTR,ERVL-MaLR,0,0,0,0
1139,U6,snRNA,snRNA,236,331,413,201
1140,X7B_LINE,LINE,CR1,46,187,180,128
1141,L1M2a,LINE,L1,374,550,944,641
1142,MamRep1879,DNA,hAT-Tip100?,183,216,208,153
1143,L1M2c,LINE,L1,140,123,277,157
1144,L1M2b,LINE,L1,20,32,112,36
1145,CR1-8_Crp,LINE,CR1,0,0,0,0
1146,LTR22A,LTR,ERVK,59,32,102,26
1147,HERV-Fc1-int,LTR,ERV1,1,3,12,1
1148,AluSz6,SINE,Alu,5660,6202,8988,5498
1149,L1PA8A,LINE,L1,495,969,1233,493
1150,MER68B,LTR,ERVL,152,129,236,159
1151,MER68C,LTR,ERVL,0,24,44,15
1152,MER83C,LTR,ERV1,4,0,12,0
1153,MER50C,LTR,ERV1,40,36,71,56
1154,AluYd8,SINE,Alu,34,46,16,8
1155,MER52A,LTR,ERV1,428,449,698,352
1156,tRNA-Trp-TGG,tRNA,tRNA,0,0,0,0
1157,MER52C,LTR,ERV1,73,60,112,75
1158,L1M2,LINE,L1,1695,1884,4008,1614
1159,L1M3,LINE,L1,900,1022,2023,1038
1160,L2c,LINE,L2,39385,43263,62273,34003
1161,L1M1,LINE,L1,1434,1923,3562,1683
1162,L1M6,LINE,L1,591,867,1218,621
1163,L1M7,LINE,L1,334,433,996,468
1164,L1M4,LINE,L1,3933,5746,9281,4283
1165,L1M5,LINE,L1,7593,10964,17757,8943
1166,MLT1G,LTR,ERVL-MaLR,418,193,711,326
1167,MLT1F,LTR,ERVL-MaLR,973,930,1186,822
1168,L1M8,LINE,L1,242,334,894,310
1169,MLT1D,LTR,ERVL-MaLR,3792,3770,6188,3260
1170,MLT1C,LTR,ERVL-MaLR,3749,4106,5567,3147
1171,MLT1B,LTR,ERVL-MaLR,9082,14167,6645,4502
1172,MLT1A,LTR,ERVL-MaLR,1435,1511,2214,1431
1173,tRNA-Ser-TCA_m_,tRNA,tRNA,149,51,50,46
1174,MER4A1,LTR,ERV1,615,620,670,437
1175,UCON99,DNA,DNA,0,4,12,4
1176,Looper,DNA,PiggyBac,81,146,376,237
1177,UCON92,Unknown,Unknown,0,0,28,0
1178,MLT1B-int,LTR,ERVL-MaLR,219,376,493,216
1179,LTR9B,LTR,ERV1,291,221,311,164
1180,LTR9C,LTR,ERV1,4,17,20,28
1181,LTR9D,LTR,ERV1,63,160,228,142
1182,UCON22,Unknown,Unknown,0,0,12,0
1183,UCON94,Unknown,Unknown,20,0,12,0
1184,MADE1,DNA,TcMar-Mariner,308,387,669,271
1185,MADE2,DNA,TcMar-Mariner,368,657,358,260
1186,AluSp,SINE,Alu,5869,6095,7930,6007
1187,AluSq,SINE,Alu,2954,2484,3643,2675
1188,PABL_A-int,LTR,ERV1,122,123,158,114
1189,LTR33C,LTR,ERVL,128,71,67,99
1190,tRNA-Lys-AAG,tRNA,tRNA,16,55,48,16
1191,AluSx,SINE,Alu,12724,13145,20782,14281
1192,AluSz,SINE,Alu,11204,11823,17600,11344
1193,Ricksha_b,DNA,MULE-MuDR,0,19,64,1
1194,PABL_B,LTR,ERV1,97,36,109,25
1195,Charlie20a,DNA,hAT-Charlie,172,129,228,124
1196,L1MEh,LINE,L1,252,252,604,395
1197,L1MEi,LINE,L1,485,504,1381,415
1198,L1MEj,LINE,L1,425,540,620,206
1199,AluSc,SINE,Alu,5594,4967,6393,4407
1200,L1MEd,LINE,L1,2777,3963,6258,3535
1201,tRNA-Gly-GGA,tRNA,tRNA,31,12,0,8
1202,Charlie23a,DNA,hAT-Charlie,173,269,282,87
1203,L1MEg,LINE,L1,1907,2993,4607,2439
1204,LTR7B,LTR,ERV1,336,510,265,170
1205,L1MEa,LINE,L1,48,48,68,9
1206,L1MEb,LINE,L1,309,465,871,279
1207,L1MEc,LINE,L1,2733,4203,7367,3179
1208,LTR76,LTR,ERV1,42,52,207,86
1209,LTR77,LTR,ERV1,0,0,24,16
1210,LTR101_Mam,LTR,ERVL,271,220,306,43
1211,LTR75,LTR,ERVL,81,113,116,36
1212,LTR47A,LTR,ERVL,118,208,166,126
1213,AluYc3,SINE,Alu,106,80,84,108
1214,LTR70,LTR,ERV1,115,146,301,155
1215,LTR47B,LTR,ERVL,0,0,0,0
1216,tRNA-Glu-GAG,tRNA,tRNA,0,0,0,0
1217,Tigger3d,DNA,TcMar-Tigger,74,158,253,188
1218,Tigger3c,DNA,TcMar-Tigger,406,457,796,387
1219,MLT1E1A,LTR,ERVL-MaLR,531,544,593,505
1220,LTR78,LTR,ERV1,484,703,778,281
1221,LTR79,LTR,ERVL,446,482,509,359
1222,tRNA-Tyr-TAC,tRNA,tRNA,12,12,0,0
1223,LTR67B,LTR,ERVL,382,461,807,351
1224,MSTA1-int,LTR,ERVL-MaLR,0,36,4,0
1225,MER113A,DNA,hAT-Charlie,553,622,494,338
1226,MER113B,DNA,hAT-Charlie,263,238,294,118
1227,tRNA-Glu-GAG_,tRNA,tRNA,116,1874,35,54
1228,MamRep1527,LTR,LTR,56,75,92,53
1229,MER1B,DNA,hAT-Charlie,1674,1698,2354,1302
1230,LTR1B1,LTR,ERV1,0,16,23,0
1231,LTR1B0,LTR,ERV1,4,0,16,4
1232,LTR37-int,LTR,ERV1,321,697,651,417
1233,Harlequin-int,LTR,ERV1,369,256,504,377
1234,LTR88a,LTR,Gypsy?,95,24,96,16
1235,tRNA-Ala-GCG,tRNA,tRNA,0,0,0,0
1236,L1ME5,LINE,L1,417,648,1049,582
1237,HERV16-int,LTR,ERVL,117,164,202,65
1238,L1ME1,LINE,L1,7842,11677,17946,8360
1239,CR1-L3B_Croc,LINE,CR1,0,0,0,0
1240,L1ME3,LINE,L1,2047,3139,5099,2187
1241,MSTC-int,LTR,ERVL-MaLR,56,80,124,20
1242,L1PBa1,LINE,L1,328,283,362,101
1243,LTR43-int,LTR,ERV1,4,73,14,0
1244,LTR7C,LTR,ERV1,60,86,218,193
1245,tRNA-Ala-GCY,tRNA,tRNA,0,9,0,0
1246,L1MA5A,LINE,L1,725,1059,1683,776
1247,LTR5_Hs,LTR,ERVK,299,276,325,265
1248,MER5A,DNA,hAT-Charlie,6268,6303,12329,7338
1249,REP522,Satellite,telo,0,12,8,4
1250,AmnSINE1,SINE,5S-Deu-L2,1234,1272,1922,1250
1251,X7D_LINE,LINE,CR1,0,0,0,0
1252,AmnSINE2,SINE,tRNA-Deu,136,262,204,125
1253,Tigger3b,DNA,TcMar-Tigger,1445,2138,2831,1547
1254,MSTB-int,LTR,ERVL-MaLR,349,442,471,287
1255,MLT1L-int,LTR,ERVL-MaLR,0,0,0,28
1256,L1PA3,LINE,L1,902,1238,1685,702
1257,MamRep1894,DNA,hAT,51,72,113,91
1258,UCON20,Unknown,Unknown,0,0,0,0
1259,MER57E2,LTR,ERV1,20,0,8,4
1260,MER99,DNA,hAT?,67,60,52,0
1261,UCON50,Unknown,Unknown,4,0,12,0
1262,CRP1,SINE?,tRNA,0,0,0,0
1263,UCON44,Unknown,Unknown,16,0,16,4
1264,MLT1O-int,LTR,ERVL-MaLR,0,0,0,0
1265,MLT1H,LTR,ERVL-MaLR,1644,1968,2412,1164
1266,UCON47,Unknown,Unknown,83,40,40,40
